Country,Date,Year,Type,Area,Location,Activity,Sex ,Age,Injury,Fatal_Y_N,Time,Species ,Month
USA,6/15/2013,2013.0,Unprovoked,Florida,"Atlantic Beach, Duval County",Surfing,F,0,Lacerations to left ankle,N,,,06
USA,Reported 14-Jun-2013,2013.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,F,10,Puncture marks to hand,N,Afternoon,4' to 5' shark,06
AUSTRALIA,6/6/2013,2013.0,Unprovoked,New South Wales,Target Beach,Surfing,M,0,"No injury, board damaged",N,16h00,6' shark,06
USA,5/27/2013,2013.0,Unprovoked,Hawaii,"Halewia, Oahu",Diving,M,32,Lacerations to right hand,N,,Galapagos shark,05
USA,5/27/2013,2013.0,Unprovoked,Florida,"Ormond Beach, Volusia County",Swimming,M,11,Right foot bitten,N,Afternoon,,05
BRAZIL,5/23/2013,2013.0,Unprovoked,Pernambuco,Coral Cove Beach,other,M,41,FATAL,Y,,,05
ECUADOR,5/14/2014,2013.0,Unprovoked,Santa Cruz Island,"Playa Brava, Turtle Bay",Surfing,M,29,Superficial injury to left calf,N,12h00,Galapagos shark,05
REUNION,5/8/2013,2013.0,Unprovoked,Saint-Gilles,Brisant Beach,Body boarding,M,36,FATAL,Y,08h20,Bull shark,05
USA,5/4/2013,2013.0,Unprovoked,Florida,"Melbourne Beach, Brevard County",Surfing,M,16,Lacerations to left foot and ankle,N,11h15,a small shark,05
MEXICO,4/24/2013,2013.0,Unprovoked,Quintana Roo,"Seagull Beach, Cancun",Swimming,F,34,Avulsion injury  to lower right leg,N,13h40,Tiger shark,04
AUSTRALIA,4/21/2013,2013.0,Unprovoked,New South Wales,Crowdy Head,Fishing,M,51,Puncture wounds and lacerations to both legs,N,14h00,"Grey nurse shark, 3m",04
USA,4/17/2013,2013.0,Unprovoked,Florida,"Near Boynton Beach, Palm Beach County",Playing in the surf,M,9,Lacerations to right foot,N,10h30,3' shark,04
SOUTH AFRICA,4/14/2013,2013.0,Unprovoked,Western Cape Province,False Bay,Free diving,M,0,"""Light scratch on hand/wrist area""",N,,Blue shark,04
USA,4/13/2013,2013.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Minor lacerations to right hand,N,13h30,Bull shark,04
GUAM,4/13/2013,2013.0,Unprovoked,other,other,other,M,40,FATAL,Y,,,04
FRENCH POLYNESIA,4/10/2013,2013.0,Unprovoked,Tuamotus,"North Pass, Fakarava",Kite boarding,M,53,"Underside of board, fins and, harness were damaged, and left  hip, thigh and buttock sustained puncture wounds",N,12h00,Possibly a blacktip reef shark,04
USA,4/4/2013,2013.0,Unprovoked,Florida,"Jensen Beach, Martin County ",Swimming,M,50,Lacerations to hand,N,,,04
USA,4/2/2013,2013.0,Unprovoked,Hawaii,Ka’anapali Shores,Surfing,M,58,Right thigh bitten,N,08h30,4' shark,04
SEYCHELLES,3/29/2013,2013.0,Unprovoked,other,Ile Platte,Free diving,M,34,Lacerations to left foot,N,,,03
BELIZE,Reported 21-Mar-2013,2013.0,Unprovoked,other,other,Snorkeling,F,0,Toe injured,N,,Nurse shark,03
BAHAMAS,3/21/2013,2013.0,Unprovoked,Eleuthera,Savannah Sound,Fly fishing,M,50,Left foot bitten,N,,,03
SOUTH AFRICA,3/16/2013,2013.0,Unprovoked,Western Cape Province,Hawston Beach,Surfing,M,0,"No injury, surfboard bitten",N,,,03
JAMAICA,3/12/2013,2013.0,Unprovoked,St. Catherine,Pillikin Red Light area ,Spearfishing,M,68,FATAL,Y,09h00,"Tiger shark, 4.8 m",03
AUSTRALIA,3/10/2013,2013.0,Unprovoked,Western Australia,African Reef off Geraldton,Spearfishing,M,28,Laceration to left hand,N,09h00,"Bronze whaler shark, 2.5m",03
PHILIPPINES,3/10/2013,2013.0,Unprovoked,Palawan,Off Likas Island,Swimming to shore with floatioon devices after boat engine conked out,M,28 & 26,Minor leg injuries,N,,"""small sharks""",03
SOUTH AFRICA,3/3/2013,2013.0,Unprovoked,Eastern Cape Province,Port St. John's,Swimming,M,39,Injuries to arms & hands,N,,,03
NEW ZEALAND,2/27/2013,2013.0,Unprovoked,North Island,Muriwai,Swimming,M,46,FATAL,Y,13h24,"White shark, 4m",02
USA,2/21/2013,2013.0,Unprovoked,Hawaii,"Ka'anapali, Honokowai, Maui",Surfing,UNKNOWN,0,Lacerations to right leg,N,18h00,reef shark?,02
USA,2/21/2013,2013.0,Unprovoked,Hawaii,"Paia Bay, Maui",Surfing,M,0,"No injury, shark bit rail of foam board",N,18h00,reef shark?,02
USA,2/10/2013,2013.0,Unprovoked,Florida,"""Stuart Rocks"", Martin County",Surfing,M,16,Lacerations to right hand,N,14h00,"Blacktip shark, 4' to 5'",02
FRENCH POLYNESIA,2/9/2013,2013.0,Unprovoked,Society Islands,"Tapu, a dive site on the outer reefs of Bora Bora",Scuba diving,M,48,Lacerations to right arm & thigh,N,09h00 - 09h30,Lemon shark,02
JAMAICA,2/1/2013,2013.0,Unprovoked,Kingston Parish,Pedro Cays,other,M,18,Knee bitten,N,,,02
AUSTRALIA,1/25/2013,2013.0,Unprovoked,Queensland,Noosa,Surfing,M,0,Lacerations to neck,N,,,01
USA,1/16/2013,2013.0,Unprovoked,Hawaii,Kiholo Bay,Surfing,M,43,Left forearm bitten ,N,16h30,"Tiger shark, 15'",01
NEW ZEALAND,1/13/2013,2013.0,Unprovoked,Mercury Islands,Great Mercury Island,Spearfishing,M,0,Minor cut on finger,N,,"Bronze whaler shark, 3m",01
AUSTRALIA,1/5/2013,2013.0,Unprovoked,Western Australia,Near Legendre Island,Spearfishing / Free diving,M,26,Calf & shin bitten ,N,10h00,,01
USA,12/31/2012,2012.0,Unprovoked,Florida,"Jensen Beach, Martin County ",Swimming,M,0,Lower leg or ankle bitten,N,14h00,,12
AUSTRALIA,12/30/2012,2012.0,Unprovoked,New South Wales,Between Dee Why and Long Reef,Surfing,M,23,"No injury, chunk missing from surfboard",N,12h45,2.5 m shark,12
AUSTRALIA,12/28/2012,2012.0,Unprovoked,New South Wales,"Kylie's Beach, Diamond Head",Paddle boarding,M,29,Lacerations to thigh and hand,N,10h45,"Bull shark, 2m ",12
SOUTH AFRICA,12/25/2012,2012.0,Unprovoked,Eastern Cape Province,Port St. John's,Swimming,M,20,FATAL,Y,,Tiger shark,12
AUSTRALIA,12/19/2012,2012.0,Unprovoked,Western Australia,Trigg Beach,Surfing,M,32,No injury,N,830,"Tiger shark, 6'",12
USA,12/5/2012,2012.0,Unprovoked,Hawaii,Kauai,Surfing,M,60,Lacerations to left foot,N,13h20,10' shark,12
AUSTRALIA,12/2/2012,2012.0,Unprovoked,New South Wales,Green Island,Spearfishing,M,31,Minor puncture wounds to knee,N,16h45,Sandtiger shark,12
NEW ZEALAND,12/12/2022,2012.0,Unprovoked,South Island,"Sunday Cove, Fiordland",Scuba diving,F,25,"No injury, shark grabbed hood",N,,Seven-gill shark,12
USA,11/30/2012,2012.0,Unprovoked,Hawaii,"Kihei, Maui",Snorkeling,M,61,Lacerations to thigh & lower left leg,N,09h40,"Tiger shark, 10'",11
MEXICO,11/22/2012,2012.0,Unprovoked,Sinaloa,Nuevo Altata,Swimming,M,32,FATAL,Y,11h40,2.5 m shark,11
USA,11/19/2012,2012.0,Unprovoked,Florida,"Melbourne Beach, Brevard County",Surfing,M,14,Minor lacerations to left foot & heel,N,17h30,2' to 3' shark,11
USA,11/4/2012,2012.0,Unprovoked,Hawaii,"Makena Landing, Maui",Diving,M,30,Right lower leg and foot bitten,N,08h30,"Tiger shark, 15'",11
USA,11/4/2012,2012.0,Unprovoked,Hawaii,"Davidson's Surf Break, Kekaha, Kaua'i",Surfing,M,43,"No injury, surfboard bitten",N,08h10,"Tiger shark, 8'",11
USA,10/30/2012,2012.0,Unprovoked,California,"Humboldt Bay, Eureka, Humboldt County",Surfing,M,25,Multiple lacerations to torso,N,12h00,White shark,10
USA,10/27/2012,2012.0,Unprovoked,Hawaii,"Makena Landing, Maui",Swimming,F,51,"Puncture wounds to thigh, defense wounds  to hand",N,15h56,"Tiger shark, 10' to 12' ",10
USA,10/23/2012,2012.0,Unprovoked,California,"Surf Beach, Lompoc, Santa Barbara County",Surfing,M,39,FATAL,Y,11h00,"White shark, 15' to 16' ",10
USA,10/19/2012,2012.0,Unprovoked,Florida,"Seaport, Brevard County",other,F,35,Left calf bitten,N,,,10
USA,10/18/2012,2012.0,Unprovoked,Florida,"Ponce Inlet, Volusia County",Surfing,M,24,Minor bite to ankle,N,10h30,,10
USA,10/18/2012,2012.0,Unprovoked,Hawaii,"Kanaha Beach, Maui",Paddle boarding,M,55,"No injury, board bitten",N,07h30,6' to 8' shark,10
NIGERIA,Reported 11-Oct-2012,2012.0,Unprovoked,Delta,Oboro,Bathing,F,38,Laceration to right leg,N,,,10
USA,10/10/2012,2012.0,Unprovoked,California,"Davenport Landing, Santa Cruz County",Windsurfing,M,42,"No ijnury to boardrider, shark struck board breaking the mast",N,18h30,,10
AUSTRALIA,10/2/2012,2012.0,Unprovoked,Western Australia,"Mullaloo Beach, Perth",Bodyboarding,M,11,"No injury, but swim fin bitten & torn",N,12h00,2m shark,10
USA,9/25/2012,2012.0,Unprovoked,Florida,"Melbourne Beach, Brevard County",Surfing,M,21,Lacerations to left forearm,N,16h30,5' shark,09
USA,9/24/2012,2012.0,Unprovoked,Florida,"Spanish House Beach, Brevard County",Surfing,M,22,Left foot bitten,N,Afternoon,4' shark,09
USA,9/16/2012,2012.0,Unprovoked,Florida," Cocoa Beach, Brevard  County",Surfing,M,52,Foot bitten,N,15h00,,09
TONGA,9/10/2012,2012.0,Unprovoked,Vava'u,Eueiki Island,Swimming,F,29,Injuries to thighs & buttocks,N,,Possibly a 3 m bull shark,09
USA,9/9/2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,UNKNOWN,19,Minor injury to elbow,N,14h20,,09
USA,9/8/2012,2012.0,Unprovoked,Florida,"Lori Wilson Park, Cocoa Beach, Brevard  County",Surfing,M,25,Right foot bitten,N,12h00,,09
USA,9/8/2012,2012.0,Unprovoked,Florida,"South Beach, Miami-Dade County",Swimming,M,0,Lacerations to right calf,N,Afternoon,,09
USA,9/6/2012,2012.0,Unprovoked,Florida,"Neptune Beach, Duval County",Surfing,M,30s,Right calf bitten,N,Just before noon,,09
USA,9/6/2012,2012.0,Unprovoked,Florida,"St. Augustine Beach, St. John's County",Surfing,M,37,Lacerations to foot,N,11h30,,09
USA,9/4/2012,2012.0,Unprovoked,Florida,"Melbourne Beach, Brevard County",Surfing,M,32,Puncture wounds to hand,N,07h56,,09
USA,9/2/2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,F,8,Puncture wounds to calf and hand,N,18h30,3.5' to 4' shark,09
USA,9/2/2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Swimming or boogie boarding,F,56,Puncture wound to left ankle,N,16h30,3.5' to 4' shark,09
AUSTRALIA,8/28/2012,2012.0,Unprovoked,Western Australia,Red Bluff near Quobba Station,Surfing,M,34,Lacerations to torso and arm,N,15h30,,08
BRAZIL,8/26/2012,2012.0,Unprovoked,Pernambuco,"Coral Cove, Cabo de Santo Agostinho",Swimming,M,18,FATAL,Y,Afternoon,,08
USA,8/15/2012,2012.0,Unprovoked,Alabama,"Gulf Shores, Baldwin County",Wading or swimming,M,31,Lacerations to leg,N,,,08
USA,8/8/2012,2012.0,Unprovoked,Florida,Key Largo,Free diving ,M,56,Lacerations to little finger of left hand,N,1600,"Lemon shark, 4' to 5' ",08
REUNION,8/6/2012,2012.0,Unprovoked,Saint Leu,other,Surfing,M,39,Right hand and foot severed,N,17h17,Bull shark,08
FRENCH POLYNESIA,8/4/2012,2012.0,Unprovoked,Tuamotus,Kaukura Atoll,Spearfishing,M,0,Shoulder bitten,N,,"Lemon shark, 2.5m to 3m ",08
USA,7/31/2012,2012.0,Unprovoked,California,"Topanga Beach, Los Angeles County",Surfing,M,17,"No injury, surfer knocked off board when shark struck surfboard",N,06h45,,07
AUSTRALIA,7/31/2012,2012.0,Unprovoked,South Australia,Streaky Bay,Surfing,M,48,Lacerations to torso & arm,N,14h40,White shark or bronze whaler,07
USA,7/30/2012,2012.0,Unprovoked,Hawaii,"Maha‘ulepu Beach, Kauai",Surfing,M,44,Left foot bitten,N,16h35,,07
USA,7/30/2012,2012.0,Unprovoked,Massachusetts,"Ballston Beach, Truro, Cape Cod",Body surfing,M,50,Lacerations to both legs below the knees,N,15h30,Thought to involve a white shark,07
REUNION,7/23/2012,2012.0,Unprovoked,Trois-Bassins,other,Surfing,M,22,FATAL,Y,16h30,,07
AUSTRALIA,7/14/2012,2012.0,Unprovoked,Western Australia,Off Wedge Island,Surfing,M,24,FATAL,Y,09h05,"White shark, 5m",07
USA,7/8/2012,2012.0,Unprovoked,North Carolina,"North Topsail Beach, Onslow County",Swimming,F,43,Lacerations to right ankle and calf,N,17h30,,07
BAHAMAS,7/7/2012,2012.0,Unprovoked,Eleuthera,other,Spearfishing,M,0,Lacerations to right leg,N,,,07
SOUTH AFRICA,7/6/2012,2012.0,Unprovoked,Western Cape Province,"Sandstrand, Jongensfontein",Surfing,M,29,Lacerattions to left thigh & knee,N,16h30,15' shark,07
USA,6/26/2012,2012.0,Unprovoked,Florida,"Juno Beach, Palm Beach County",Swimming,M,6,Thigh bitten,N,19h00,possibly a bull shark,06
USA,6/26/2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,26,Nip to left foot,N,15h00,,06
USA,6/26/2012,2012.0,Unprovoked,Hawaii,"Kahana Beach, Maui",Sitting in the water,F,16,Laceration to left calf,N,09h45,a small reef shark,06
AUSTRALIA,6/22/2012,2012.0,Unprovoked,Tasmania,South Cape Bay,Surfing,M,0,"Knocked off board, shark bit nose off surfboard",N,,,06
USA,6/22/2012,2012.0,Unprovoked,Florida,"Bathtub Reef  Beach, Stuart, Martin County",Swimming,M,12,Minor injury,N,16h30,,06
AUSTRALIA,6/20/2012,2012.0,Unprovoked,Western Australia,"Mullaloo Beach, Perth",Surf skiing ,M,62,"No injury, ski severely damaged",N,07h15,3 m shark,06
USA,6/18/2012,2012.0,Unprovoked,North Carolina,"Ocean Isle, Brunswick County",Wading,F,6,Numerous puncture wounds to leg ,N,11h00,,06
USA,6/14/2012,2012.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Swimming,F,18,Foot & hand bitten,N,Afternoon,small blacktip shark?,06
USA,6/14/2012,2012.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Swimming,M,0,Minor injury,N,Afternoon,Shark involvement not confirmed,06
USA,6/14/2012,2012.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Swimming,M,0,Calf bitten,N,Afternoon,small blacktip shark?,06
USA,6/14/2012,2012.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Swimming,M,16,Laceration to right foot,N,13h20,Blacktip shark ,06
AUSTRALIA,6/12/2012,2012.0,Unprovoked,Victoria,Port Campbell,Surfing,M,42,Laceration to right foot,N,Morning,1.5 m shark,06
AUSTRALIA,6/3/2012,2012.0,Unprovoked,New South Wales,"Redhead Beach, Newcastle",Surf skiing ,M,30,"No injury, ski bitten",N,14h30,"White shark, 2 m",06
USA,6/2/2012,2012.0,Unprovoked,Florida,"Bethune Beach, Volusia County",Surfing,F,12,Laceration to thigh,N,,,06
USA,6/2/2012,2012.0,Unprovoked,South Carolina,"Myrtle Beach, Horry County",Boogie Boarding,M,25,Severe laceration to foot,N,19h45,,06
USA,5/31/2012,2012.0,Unprovoked,North Carolina,"Avon, Hatteras Island, Outer Banks, Dare County",Wading,F,33,Foot bitten,N,13h30,"18"" to 24"" shark",05
MEXICO,5/29/2012,2012.0,Unprovoked,Guerrero," Boca de la Leña, La Unión",Free diving / spearfishing,M,46,Left hand severed,N,09h00,"Bull shark, 3m",05
USA,5/23/2012,2012.0,Unprovoked,Florida,"Jacksonville, Duval County",Surfing,M,22,Lacerations to foot,N,15h00,4' to 5' shark,05
FIJI,5/16/2012,2012.0,Unprovoked,other,Matacucu Reef ,Spearfishing,M,20,Lacerations to head,N,,,05
USA,5/9/2012,2012.0,Unprovoked,Florida,"Vero Beach, Indian River County",Swimming,F,47,Upper left thigh bitten,N,11h30,,05
USA,5/6/2012,2012.0,Unprovoked,California,Off Catalina Island,Paddle boarding,F,15,"No injury, shark bit paddleboard",N,07h20,White shark,05
USA,4/19/2012,2012.0,Unprovoked,Florida,"Indialantic, Brevard County",Surfing,M,28,Lacerations to hand,N,19h28,5' shark,04
SOUTH AFRICA,4/19/2012,2012.0,Unprovoked,Western Cape Province,Caves near Kogel Bay,Body boarding,M,20,FATAL,Y,12h30,"White shark, 4 m to 5m ",04
USA,4/3/2012,2012.0,Unprovoked,Hawaii,"Leftovers near Chun's Reef, Oahu",Surfing,M,28,Lacerations to left foot,N,12h38,"Tiger shark, 10'  ",04
USA,4/13/2022,2012.0,Unprovoked,Florida,"Sanibel Island, Lee County",other,M,0,Right shin bitten,N,,a small shark,04
AUSTRALIA,3/31/2012,2012.0,Unprovoked,Western Australia,Stratham Beach,Scuba diving,M,33,FATAL,Y,09h30,"White shark, 4m ",03
USA,3/24/2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,Minor lacerations to foot,N,14h00,,03
AUSTRALIA,3/20/2012,2012.0,Unprovoked,Queensland,Nobby's Beach,Surfing,M,20,Lacerations to left calf,N,17h00,Possibly a bull shark,03
USA,3/15/2012,2012.0,Unprovoked,Florida,"Jensen Beach, Martin County ",Surfing,M,61,Left forearm bitten,N,15h50,Possibly a 5' to 6' bull shark,03
USA,3/14/2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,F,15,Bitten on ankle,N,16h00,4' to 5' shark,03
USA,3/14/2012,2012.0,Unprovoked,Florida,"New Smyrna Beach, Volusia County",Surfing,M,17,Bitten on calf,N,16h05,4' to 5' shark,03
NEW ZEALAND,3/6/2012,2012.0,Unprovoked,North Island,"Opunake, Taranake",Surfing,M,0,Lacerations to left calf,N,19h00,,03
REUNION,3/5/2012,2012.0,Unprovoked,Saint-Benoit,Port de la Marine,Body boarding,M,31,"No injury, board bitten",N,14h30,,03
USA,3/4/2012,2012.0,Unprovoked,Florida,"Playalinda Beach, Brevard County",Kite Surfing,M,19,Lacerations to left calf,N,13h00,4' shark,03
AUSTRALIA,2/25/2012,2012.0,Unprovoked,New South Wales,Broughton Island,Fishing,M,0,Laceration to left foot,N,16h00,Grey nurse shark,02
AUSTRALIA,2/6/2012,2012.0,Unprovoked,Queensland,Wurtulla,Surfing,M,29,"No injury, but fin lost from surfboard",N,12h00,,02
USA,1/27/2012,2012.0,Unprovoked,Hawaii,Lanai,Snorkeling,UNKNOWN,0,"No injury, shark bit swim fin",N,11h05,6' to 8' shark,01
AUSTRALIA,1/19/2012,2012.0,Unprovoked,Western Australia,Coral Bay,Snorkeling,M,26,Lacerations to right forearm,N,Afternoon,"Tiger shark, 3m",01
BAHAMAS,Reported 22-Jan-2012,2012.0,Unprovoked,other,Cat Island,"Diving, photographing sharks",M,0,"No injury, shark grabbed his camera",N,,Tiger shark,01
AUSTRALIA,1/18/2012,2012.0,Unprovoked,New South Wales,Redhead Beach,Surfing,M,44,Lacerations to thigh,N,16h45,"White shark, 2.7 m",01
SOUTH AFRICA,1/15/2012,2012.0,Unprovoked,Eastern Cape Province,"Second Beach, Port St. Johns",Swimming,M,25,FATAL,Y,15h40,Thought to involve a bull shark,01
USA,1/13/2012,2012.0,Unprovoked,Oregon,"Lincoln City, Lincoln County",Surfing,M,53,"No injury, surfboard damaged",N,,White shark,01
AUSTRALIA,1/3/2012,2012.0,Unprovoked,New South Wales,North Avoca Beach,Surfing,M,28,Right forearm and wrist injured,N,20h00,2 m shark,01
AUSTRALIA,1/2/2012,2012.0,Unprovoked,Queensland,Duranbah,Spearfishing,M,34,"No injury, punctures to swim fin",N,09h00,Allegedly a 4 m tiger shark,01
USA,12/31/2011,2011.0,Unprovoked,Florida,"Jupiter, Palm Beach County",other,M,0,Hand injured,N,18h00,,12
ECUADOR,12/25/2011,2011.0,Unprovoked,Santa Elena,Barandúa Beach,Surfing,M,23,Lacerations to left thigh and calf,N,18h00,,12
USA,12/23/2011,2011.0,Unprovoked,Florida,New Smyrna Beach,Surfing,M,27,Laceration to ankle,N,12h30,,12
AUSTRALIA,12/11/2011,2011.0,Unprovoked,New South Wales,Angourie,Surfing,M,51,5 puncture wounds to thigh,N,05h45,"White shark, 2.5m",12
AUSTRALIA,12/7/2011,2011.0,Unprovoked,New South Wales,Maroubra,Surfing,M,14,Minor injuries to left leg ,N,,Wobbegong shark,12
USA,12/6/2011,2011.0,Unprovoked,Oregon,Seaside Cove,Surfing,F,0,Minor injury to calf ,N,09h00,,12
AUSTRALIA,12/2/2011,2011.0,Unprovoked,New South Wales,Broken Head,Surfing,M,63,Torn shoulder ligament as result of collision with shark,N,06h00,,12
INDONESIA,11/29/2011,2011.0,Unprovoked,Bali,Tabanan,Surfing,M,18,Lacerations to right hand,N,13h30,,11
AUSTRALIA,11/28/2011,2011.0,Unprovoked,Queensland,Peregian,Swimming,M,10,Puncture marks to foot,N,Afternoon,Wobbegong shark?,11
PAPUA NEW GUINEA,Reported 20-Nov-2011,2011.0,Unprovoked,East New Britain,Pigeon Island,Scuba diving,M,0,"No injury, shark collided with diver",N,,,11
BRAZIL,11/12/2011,2011.0,Unprovoked,Pernambuco,"Punta Del Chifre Beach, Olinda",Surfing,M,35,Legs bitten,N,,,11
REUNION,11/11/2011,2011.0,Unprovoked,Bois-Blanc ,Sainte-Rose,Free diving / spearfishing,M,42,Left foot bitten,N,Morning,,11
USA,  29-Oct-2011,2011.0,Unprovoked,California,"Marina State Beach, Monterey County",Surfing,M,27,"Lacerations to right wrist, foream & neck",N,,White shark,10
SCOTLAND,Reported 28-Oct-2011,2011.0,Unprovoked,Moray,Spey Bay,Surfing,M,26,"No injury, shark bumped leg & board. ",N,,8' to 10' shark,10
AUSTRALIA,10/22/2011,2011.0,Unprovoked,Western Australia,Rottnest Island,Diving,M,32,FATAL,Y,13h25,"White shark, 10'",10
USA,10/20/2011,2011.0,Unprovoked,Oregon,"Newport, Lincoln County",Surfing,M,41,"No injury, shark bit surfboard",N,,"White shark, 15'",10
AUSTRALIA,10/19/2011,2011.0,Unprovoked,Victoria,Elwood Beach,Diving,M,50,Small bruise to calf,N,16h00,"Port Jackson shark, 1m",10
USA,10/11/2011,2011.0,Unprovoked,Florida,Cape Canaveral,Surfing,M,0,Foot bitten,N,,3' shark,10
USA,10/10/2011,2011.0,Unprovoked,Oregon,Seaside,Surfing,M,0,No injury,N,,10' to 12' shark,10
AUSTRALIA,10/9/2011,2011.0,Unprovoked,Western Australia,Cottesloe Beach,Swimming,M,64,FATAL,Y,08h10,,10
USA,10/2/2011,2011.0,Unprovoked,Florida,"Santa Maria Island, Manatee County",Wade fishing,M,0,Minor injury to thigh,N,Afternoon,,10
USA,10/1/2011,2011.0,Unprovoked,Alabama,"Gulf Shores, Baldwin County",other,M,29,Lacerations to right wrist and middle finger,N,,,10
SOUTH AFRICA,9/28/2011,2011.0,Unprovoked,Western Cape Province,Clovely Beach,Swimming,M,43,"Right leg severed, left leg lacerated",N,12h25,White shark,09
USA,9/24/2011,2011.0,Unprovoked,Florida,"Santa Maria Island, Manatee County",Spearfishing,M,21,Laceration to left thigh,N,15h00,"Bull shark, 6'",09
USA,9/24/2011,2011.0,Unprovoked,South Carolina,"North Myrtle Beach, Horry County",Jumping in the waves,M,5,Laceration to left thigh,N,10h00,,09
REUNION,9/19/2011,2011.0,Unprovoked,Saint-Gilles,Boucan-Canot,Body boarding,M,38,FATAL,Y,15h30,,09
KENYA,9/17/2011,2011.0,Unprovoked,Coast Province,"Mama Ngina Beach, Mombasa ",Swimming,M,17,FATAL,Y,,,09
USA,9/16/2011,2011.0,Unprovoked,Florida,New Smyrna Beach,Surfing,M,25,Lacerations to arm,N,11h00,4' to 6' shark,09
USA,9/11/2011,2011.0,Unprovoked,California,"Samoa Beach, Humboldt County",Surfing,M,37,"No injury, board bitten",N,12h20,,09
PAPUA NEW GUINEA,9/11/2011,2011.0,Unprovoked,Central Province,"Hula, near Port Moresby",Kite Surfing,M,30,Lacerations to right leg,N,Afternoon,"Tiger shark, 2m",09
